0,39.91828608,-75.16624905,Homicide - Criminal ,12
1,40.01136239,-75.14271779,Motor Vehicle Theft,13
2,39.97603374,-75.15952651,Robbery No Firearm,13
3,39.9816493,-75.12751726,Aggravated Assault No Firearm,19
4,40.04673399,-75.08354329,Burglary Residential,28
5,39.96445056,-75.13428559,Robbery No Firearm,34
6,39.93005887,-75.17569928,Burglary Residential,45
7,39.99577104,-75.18386149,Aggravated Assault Firearm,55
8,39.99577104,-75.18386149,Aggravated Assault Firearm,56
9,40.07970637,-75.0266066,Robbery No Firearm,58
10,39.95980414,-75.22291968,Theft from Vehicle,58
11,39.9429461,-75.22679314,Aggravated Assault Firearm,59
12,40.02786728,-75.03821045,Aggravated Assault Firearm,73
13,39.96551967,-75.22323307,Burglary Residential,76
14,40.00685339,-75.08837942,Homicide - Criminal,86
15,39.95086159,-75.16882413,Aggravated Assault No Firearm,87
16,39.93882917,-75.17421295,Burglary Non-Residential,89
17,39.93044347,-75.15336485,Aggravated Assault No Firearm,90
18,40.09096548,-75.0468964,Aggravated Assault No Firearm,97
19,39.97993629,-75.21925269,Theft from Vehicle,98
20,40.06042507,-75.06701086,Aggravated Assault No Firearm,99
21,39.98097196,-75.16295435,Aggravated Assault No Firearm,102
22,40.03676577,-75.12111263,Aggravated Assault Firearm,105
23,40.02786728,-75.03821045,Burglary Residential,107
24,40.02562507,-75.12115399,Burglary Residential,109
25,40.01448525,-75.15509667,Theft from Vehicle,109
26,39.95632585,-75.22001352,Robbery No Firearm,114
27,39.95769239,-75.22561249,Aggravated Assault Firearm,117
28,40.0138615,-75.13824948,Aggravated Assault No Firearm,134
29,40.02251729,-75.16231076,Robbery No Firearm,142
30,39.98384811,-75.16178699,Aggravated Assault No Firearm,144
31,40.00189287,-75.10342461,Aggravated Assault No Firearm,144
32,39.98621326,-75.12853913,Aggravated Assault No Firearm,151
33,39.92164361,-75.24268028,Robbery No Firearm,153
34,40.03011207,-75.2240478,Aggravated Assault Firearm,157
35,40.05483559,-75.0266994,Aggravated Assault No Firearm,158
36,39.95832833,-75.15204768,Homicide - Criminal,162
37,39.94701754,-75.23623982,Aggravated Assault No Firearm,173
38,39.99953597,-75.14289565,Rape,176
39,40.0425882,-75.17765401,Burglary Residential,179
40,39.95865847,-75.14194773,Aggravated Assault No Firearm,181
41,40.03414173,-75.12519425,Burglary Residential,181
42,40.04082219,-75.22476763,Aggravated Assault No Firearm,185
43,39.94967203,-75.16434564,Aggravated Assault No Firearm,197
44,39.99937246,-75.14166278,Burglary Residential,199
45,39.95769239,-75.22561249,Aggravated Assault Firearm,206
46,39.95769239,-75.22561249,Aggravated Assault Firearm,206
47,39.97993629,-75.21925269,Theft from Vehicle,207
48,40.03025733,-75.11849762,Motor Vehicle Theft,216
49,39.94895271,-75.21975079,Burglary Residential,219
50,40.06182075,-75.05292015,Robbery No Firearm,238
51,39.99905599,-75.10444849,Rape,244
52,40.01080384,-75.15913756,Aggravated Assault Firearm,300
53,39.91508523,-75.1585921,Aggravated Assault No Firearm,301
54,40.01756072,-75.08215943,Aggravated Assault No Firearm,302
55,39.95865847,-75.14194773,Aggravated Assault No Firearm,308
56,40.03652059,-75.1251624,Homicide - Criminal,332
57,39.94879404,-75.16423889,Burglary Non-Residential,333
58,39.99535185,-75.1168131,Robbery No Firearm,335
59,39.98700691,-75.13370716,Aggravated Assault Firearm,341
60,39.93007007,-75.16561661,Robbery Firearm,348
61,39.98440549,-75.15872311,Rape,352
62,40.02370368,-75.22022806,Robbery No Firearm,359
63,39.95395043,-75.21187596,Aggravated Assault No Firearm,361
64,39.95929388,-75.2093639,Aggravated Assault No Firearm,379
65,39.96485649,-75.22464717,Robbery Firearm,387
66,39.95173206,-75.22475126,Theft from Vehicle,486
67,39.96768831,-75.21449376,Burglary Residential,489
68,39.98661543,-75.13296563,Motor Vehicle Theft,495
69,40.10000931,-75.02183187,Burglary Non-Residential,515
70,40.05648657,-75.07339371,Motor Vehicle Theft,542
71,39.98207798,-75.16050562,Theft from Vehicle,576
72,39.9840507,-75.16380515,Theft from Vehicle,586
73,40.01066777,-75.13754675,Aggravated Assault No Firearm,606
74,39.9945484,-75.11519631,Theft from Vehicle,608
75,40.0821569,-75.17445883,Burglary Residential,610
76,40.01023935,-75.15923491,Robbery No Firearm,611
77,39.99281737,-75.16248674,Aggravated Assault No Firearm,612
78,39.9571504,-75.20195465,Aggravated Assault No Firearm,614
79,39.97485108,-75.12240938,Theft from Vehicle,630
80,39.97547854,-75.12377992,Theft from Vehicle,633
81,39.93004025,-75.19448388,Theft from Vehicle,640
